序号,单词,音标,词性,中文
2090,central,/central/,adj.,中央
2091,census,/census/,v./n.,人口普查
2092,capable,/capable/,adj.,能够
2093,category,/category/,v./n.,类别
2094,cater,/cater/,v./n.,迎合
2095,cascade,/cascade/,v./n.,倾泻
2096,cable,/cable/,adj.,电缆
2097,certainty,/certainty/,v./n.,确定性
2098,cabin,/cabin/,v./n.,小木屋
2099,cement,/cement/,n.,水泥
2100,cartoon,/cartoon/,v./n.,卡通
2101,canvas,/canvas/,v./n.,帆布
2102,cheerful,/cheerful/,adj.,愉快的
2103,chess,/chess/,v./n.,国际象棋
2104,calamity,/calamity/,n.,灾难
2105,cannon,/cannon/,v./n.,大炮
2106,cheer,/cheer/,v./n.,欢呼
2107,cancer,/cancer/,v./n.,癌症
2108,cause,/cause/,v./n.,原因
2109,celebrity,/celebrity/,n.,名人
2110,chair,/chair/,v./n.,主持
2111,chairman,/chairman/,v./n.,主席
2112,cargo,/cargo/,v./n.,货物
2113,carbon,/carbon/,v./n.,碳
2114,caption,/caption/,n.,标题
2115,captive,/captive/,adj.,被俘的
2116,cell,/cell/,v./n.,细胞
2117,chemical,/chemical/,adj.,化学
2118,chew,/chew/,v./n.,咀嚼
2119,canoe,/canoe/,v./n.,独木舟
2120,calendar,/calendar/,v./n.,日历
2121,cellar,/cellar/,v./n.,地下室
2122,chancellor,/chancellor/,v./n.,大学校长
2123,chase,/chase/,v./n.,追逐
2124,catastrophe,/catastrophe/,v./n.,灾难
2125,caution,/caution/,n.,谨慎
2126,certain,/certain/,adj.,确定的
2127,censorship,/censorship/,v./n.,审查
2128,censor,/censor/,v./n.,审查
2129,chart,/chart/,v./n.,图表
2130,chest,/chest/,v./n.,胸腔
2131,cattle,/cattle/,v./n.,牛
2132,castle,/castle/,v./n.,城堡
2133,casualty,/casualty/,v./n.,伤亡
2134,centigrade,/centigrade/,v./n.,摄氏
2135,chip,/chip/,v./n.,芯片
2136,chocolate,/chocolate/,v.,巧克力
2137,chill,/chill/,v./n.,寒冷
2138,cash,/cash/,v./n.,现金
2139,cashier,/cashier/,v./n.,出纳
2140,carpenter,/carpenter/,v./n.,木匠
2141,designate,/designate/,v.,指定
2142,delicate,/delicate/,v.,精致的
2143,depute,/depute/,v./n.,委托
2144,desirable,/desirable/,adj.,令人向往的
2145,debate,/debate/,v.,辩论
2146,depict,/depict/,v./n.,描绘
2147,decrease,/decrease/,v./n.,减少
2148,desert,/desert/,v./n.,遗弃
2149,deficit,/deficit/,v./n.,赤字
2150,descend,/descend/,v./n.,降临
2151,democratic,/democratic/,adj.,民主的
2152,defy,/defy/,v./n.,反抗
2153,despise,/despise/,v./n.,轻视
2154,despite,/despite/,v./n.,尽管
2155,decline,/decline/,v./n.,下降
2156,decade,/decade/,v./n.,十年
2157,distribute,/distribute/,v./n.,分配
2158,durable,/durable/,adj.,持久的
2159,eager,/eager/,v./n.,渴望地
2160,eaves,/eaves/,v./n.,树叶
2161,eagle,/eagle/,v./n.,老鹰
2162,earnest,/earnest/,adj.,真挚的
2163,easy,/easy/,v./n.,轻松
2164,easily,/easily/,adv.,轻易地
2165,enable,/enable/,adj.,使能够
2166,elementary,/elementary/,adj.,基础的
2167,either,/either/,adj.,任一的
2168,edit,/edit/,v./n.,修改
2169,edition,/edition/,n.,版本
2170,elucidate,/elucidate/,v.,阐明
2171,endeavor,/endeavor/,v./n.,尽力
2172,embarrassing,/embarrassing/,adj.,令人尴尬的
2173,entirely,/entirely/,adv.,完全地
2174,emit,/emit/,v./n.,发出
2175,energetic,/energetic/,adj.,充满活力的
2176,enchant,/enchant/,v./n.,使着迷
2177,enclose,/enclose/,v./n.,附上
2178,effectively,/effectively/,adv.,有效地
2179,eagerly,/eagerly/,adv.,渴望地
2180,emphasis,/emphasis/,v./n.,重点
2181,eastern,/eastern/,adj.,东方的
2182,economic,/economic/,adj.,经济上的
2183,employment,/employment/,n.,维系
2184,economy,/economy/,v./n.,经济
2185,eccentric,/eccentric/,adj.,古怪的
2186,elevate,/elevate/,v.,晋升
2187,elsewhere,/elsewhere/,v./n.,其他地方
2188,eclipse,/eclipse/,v./n.,超越
2189,edge,/edge/,v./n.,边缘
2190,earliest,/earliest/,v./n.,尽早地
2191,enchanting,/enchanting/,adj.,迷人的
2192,ever,/ever/,v./n.,永远
2193,worthy,/worthy/,adj.,值得的
2194,eligible,/eligible/,adj.,符合资格的
2195,surrender,/surrender/,v./n.,放弃
2196,equally,/equally/,adv.,平等地
2197,enduring,/enduring/,adj.,持久的
2198,explicit,/explicit/,adj.,明确的
2199,engage,/engage/,v./n.,参与
2200,evolve,/evolve/,v./n.,发展
2201,episode,/episode/,v./n.,片段
2202,empower,/empower/,v./n.,赋予力量
2203,enlighten,/enlighten/,v./n.,启发
2204,encouraging,/encouraging/,adj.,令人鼓舞的
2205,energetically,/energetically/,adv.,精力充沛地
2206,educate,/educate/,v.,教育
2207,elastic,/elastic/,adj.,有弹性的
2208,external,/external/,adj.,外部的
2209,elongate,/elongate/,v.,拉长
2210,earthquake,/earthquake/,v./n.,震撼
2211,exemplary,/exemplary/,adj.,模范的
2212,exclusive,/exclusive/,adj.,独有的
2213,emotional,/emotional/,adj.,感人的
2214,exceptional,/exceptional/,adj.,卓越的
2215,everlasting,/everlasting/,adj.,永恒的
2216,examination,/examination/,n.,考验
2217,lamp,/lamp/,v./n.,灯
2218,fabulous,/fabulous/,adj.,极好的
2219,filter,/filter/,v./n.,渗透
2220,furniture,/furniture/,v./n.,家具
2221,file,/file/,v./n.,文件
2222,finance,/finance/,n.,财务
2223,find,/find/,v./n.,找到
2224,father,/father/,v./n.,父亲
2225,farmer,/farmer/,v./n.,农民
2226,feed,/feed/,v./n.,喂养
2227,fantasy,/fantasy/,v./n.,幻想
2228,feeble,/feeble/,adj.,微弱的
2229,festive,/festive/,adj.,欢乐的
2230,finite,/finite/,adj.,有限的
2231,faithful,/faithful/,adj.,忠诚的
2232,fearless,/fearless/,adj.,无畏的
2233,feverish,/feverish/,adj.,发烧的
2234,fancy,/fancy/,v./n.,喜欢
2235,fetch,/fetch/,v./n.,取来
2236,fill,/fill/,v./n.,填写
2237,factor,/factor/,v./n.,因素
2238,fine,/fine/,adj.,仔细的
2239,fatigue,/fatigue/,v./n.,疲劳
2240,facility,/facility/,n.,设施
2241,facilitate,/facilitate/,v.,促进
2242,fasten,/fasten/,v./n.,固定
2243,facade,/facade/,v./n.,表面
2244,fiber,/fiber/,v./n.,纤维
2245,flee,/flee/,v./n.,逃离
2246,fix,/fix/,v./n.,确定
2247,fatal,/fatal/,adj.,致命的
2248,farming,/farming/,v./n.,务农
2249,fishing,/fishing/,v./n.,捕鱼
2250,falters,/falters/,v./n.,摇晃
2251,fearful,/fearful/,adj.,恐惧的
2252,fantastic,/fantastic/,adj.,极好的
2253,federal,/federal/,adj.,联邦的
2254,fictitious,/fictitious/,adj.,虚构的
2255,feat,/feat/,v./n.,功绩
2256,fifteenth,/fifteenth/,v./n.,第十五
2257,fiercely,/fiercely/,adv.,激烈地
2258,fervor,/fervor/,v./n.,热情
2259,hard,/hard/,v./n.,努力
2260,feast,/feast/,v./n.,宴请
2261,fee,/fee/,v./n.,费用
2262,foster,/foster/,v./n.,培养
2263,execution,/execution/,n.,执行力
2264,faculty,/faculty/,v./n.,全体教员
2265,male,/male/,v./n.,男性
2266,fellowship,/fellowship/,v./n.,友谊
2267,fit,/fit/,v./n.,适合
2268,fleet,/fleet/,v./n.,舰队
2269,float,/float/,v./n.,漂浮
2270,fertilizing,/fertilizing/,v./n.,施肥
2271,fertile,/fertile/,adj.,肥沃的
2272,flourish,/flourish/,v./n.,繁荣
2273,fable,/fable/,adj.,寓言
2274,fascination,/fascination/,n.,着迷
2275,flat,/flat/,adj.,平坦的
2276,falsehood,/falsehood/,v./n.,谎言
2277,facet,/facet/,v./n.,方面
2278,flexibility,/flexibility/,n.,灵活性
2279,faced,/faced/,v./n.,面对
2280,fairness,/fairness/,n.,公平
2281,federation,/federation/,n.,联盟
2282,fan,/fan/,v./n.,粉丝
2283,fulfillment,/fulfillment/,n.,满足
2284,fell,/fell/,v./n.,倒下
2285,feather,/feather/,v./n.,羽毛
2286,few,/few/,v./n.,少数
2287,famine,/famine/,v./n.,饥饿
2288,fertilize,/fertilize/,v.,施肥
2289,faction,/faction/,n.,派别
2290,fateful,/fateful/,adj.,命运攸关的
2291,further,/further/,v./n.,进一步
2292,hand,/hand/,v./n.,手
2293,road,/road/,v./n.,道路
2294,spirit,/spirit/,v./n.,精神
2295,tall,/tall/,adj.,高的
2296,flashing,/flashing/,adj.,闪烁的
2297,knows,/knows/,v./n.,知道
2298,say,/say/,v./n.,说
2299,every,/every/,v./n.,每个
2300,idea,/idea/,v./n.,想法
2301,glass,/glass/,v./n.,玻璃
2302,global,/global/,adj.,全球的
2303,globe,/globe/,v./n.,世界
2304,govern,/govern/,v./n.,管理
2305,geometry,/geometry/,v./n.,几何
2306,garage,/garage/,v./n.,车库
2307,glimmer,/glimmer/,v./n.,闪烁
2308,gallon,/gallon/,v./n.,加仑
2309,gender,/gender/,v./n.,性别
2310,garbage,/garbage/,v./n.,垃圾
2311,glow,/glow/,v./n.,发光
2312,golden,/golden/,adj.,金色的
2313,garment,/garment/,n.,服装
2314,grace,/grace/,v./n.,优雅
2315,gracious,/gracious/,adj.,亲切的
2316,geology,/geology/,v./n.,地质学
2317,gauge,/gauge/,v./n.,测量
2318,gesture,/gesture/,v./n.,手势
2319,giggle,/giggle/,v./n.,咯咯笑
2320,gifted,/gifted/,adj.,有天赋的
2321,gateway,/gateway/,v./n.,通道
2322,glacier,/glacier/,v./n.,冰川
2323,gasp,/gasp/,v./n.,喘息
2324,generate,/generate/,v.,产生
2325,generalize,/generalize/,v.,概括
2326,glitter,/glitter/,v./n.,闪耀
2327,gain,/gain/,v./n.,获得
2328,graph,/graph/,v./n.,图表
2329,gospel,/gospel/,v./n.,好消息
2330,guess,/guess/,v./n.,猜测
2331,gracefully,/gracefully/,adv.,优雅地
2332,gleam,/gleam/,v./n.,闪烁
2333,golf,/golf/,v./n.,高尔夫
2334,good,/good/,adj.,好的
2335,gallop,/gallop/,v./n.,疾驰
2336,gear,/gear/,v./n.,齿轮
2337,gang,/gang/,v./n.,一群
2338,genre,/genre/,v./n.,类型
2339,genetic,/genetic/,v./n.,基因
2340,glide,/glide/,v./n.,滑行
2341,grade,/grade/,v./n.,等级
2342,grant,/grant/,v./n.,授予
2343,garden,/garden/,v./n.,花园
2344,garlic,/garlic/,v./n.,大蒜
2345,startled,/startled/,v./n.,惊吓
2346,grateful,/grateful/,adj.,感激的
2347,gloom,/gloom/,v./n.,忧郁
2348,gale,/gale/,v./n.,大风
2349,grip,/grip/,v./n.,紧握
2350,gentleman,/gentleman/,v./n.,绅士
2351,gym,/gym/,v./n.,健身房
2352,gigantic,/gigantic/,adj.,巨大的
2353,generously,/generously/,adv.,慷慨地
2354,goods,/goods/,v./n.,货物
2355,gold,/gold/,v./n.,黄金
2356,grab,/grab/,v./n.,抓住
2357,glimpse,/glimpse/,v./n.,一瞥
2358,glove,/glove/,v./n.,手套
2359,gosling,/gosling/,v./n.,小鹅
2360,gulf,/gulf/,v./n.,海湾
2361,gorge,/gorge/,v./n.,峡谷
2362,graze,/graze/,v./n.,吃草
2363,greenhouse,/greenhouse/,v./n.,温室
2364,gratify,/gratify/,v.,使满足
2365,ginger,/ginger/,v./n.,生姜
2366,geography,/geography/,v./n.,地理
2367,ghost,/ghost/,v./n.,幽灵
2368,given,/given/,v./n.,如果
2369,come,/come/,v./n.,来临
2370,gorgeous,/gorgeous/,adj.,美丽的
2371,harness,/harness/,n.,利用
2372,heal,/heal/,adj.,治愈
2373,hero,/hero/,v./n.,英雄
2374,heroically,/heroically/,adv.,英勇地
2375,helpful,/helpful/,adj.,有用的
2376,honorable,/honorable/,adj.,可敬的
2377,hypothetical,/hypothetical/,adj.,假设的
2378,successfully,/successfully/,adv.,成功地
2379,hypothesis,/hypothesis/,v./n.,假设
2380,hurdle,/hurdle/,v./n.,障碍
2381,harvest,/harvest/,v./n.,收获
2382,heroic,/heroic/,adj.,英勇的
2383,literary,/literary/,adj.,文学的
2384,reading,/reading/,v./n.,阅读
2385,enthusiast,/enthusiast/,v./n.,爱好者
2386,learned,/learned/,adj.,有学问的
2387,lightning,/lightning/,v./n.,闪电
2388,scholar,/scholar/,v./n.,学者
2389,interpretation,/interpretation/,n.,诠释
2390,polish,/polish/,v./n.,润色
2391,deepen,/deepen/,v./n.,加深
2392,select,/select/,v./n.,选择
2393,develop,/develop/,v./n.,发展
2394,enrich,/enrich/,v./n.,丰富
2395,melody,/melody/,v./n.,旋律
2396,eternity,/eternity/,n.,永恒
2397,symbol,/symbol/,v./n.,象征
